Id,Pid,Lvl,"Method","GlobalId","Par01","Par02","Par03","Par04","Par05","Par06","Par07","Par08","Par09"
81607,103546,1,"IfcSimplePropertyTemplate","3W7yKtOkl$CxkyWkt_oR1A","RampFlightType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType.","","IfcLabel","P_ENUMERATEDVALUE","IfcRampFlightTypeEnum","STRAIGHT,SPIRAL,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType."
81611,103546,1,"IfcSimplePropertyTemplate","1SRr1s0k2A9hXww5jg3qXt","RoofType","This enumeration defines the basic configuration of the roof in terms of the different roof shapes, as illustrated in Figure 188. Roofs which are subdivided into more than these basic shapes or roofs with non-regular shapes (free form roofs) have the type FREEFORM.","","IfcLabel","P_ENUMERATEDVALUE","IfcRoofTypeEnum","FLAT_ROOF,SHED_ROOF,GABLE_ROOF,HIP_ROOF,HIPPED_GABLE_ROOF,GAMBREL_ROOF,MANSARD_ROOF,BARREL_ROOF,RAINBOW_ROOF,BUTTERFLY_ROOF,PAVILION_ROOF,DOME_ROOF,FREEFORM,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the basic configuration of the roof in terms of the different roof shapes, as illustrated in Figure 188. Roofs which are subdivided into more than these basic shapes or roofs with non-regular shapes (free form roofs) have the type FREEFORM."
81615,103546,1,"IfcSimplePropertyTemplate","0fSAsFe3Gfir$ANL8XTF_e","ShadingDeviceType","This enumeration defines the valid types of IfcShadingDevice or IfcShadingDeviceType that can be predefined using the enumeration values.","","IfcLabel","P_ENUMERATEDVALUE","IfcShadingDeviceTypeEnum","JALOUSIE,SHUTTER,AWNING,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the valid types of IfcShadingDevice or IfcShadingDeviceType that can be predefined using the enumeration values."
81619,103546,1,"IfcSimplePropertyTemplate","35bCHnDKkb$gJ$i3uGLSWI","SlabType","This enumeration defines the available predefined types of slabs that can further specify an IfcSlab or IfcSlabType.","","IfcLabel","P_ENUMERATEDVALUE","IfcSlabTypeEnum","FLOOR,ROOF,LANDING,BASESLAB,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the available predefined types of slabs that can further specify an IfcSlab or IfcSlabType."
81623,103546,1,"IfcSimplePropertyTemplate","25fyi_XO5i0cG9Os2seJo3","StairType","This enumeration defines the basic configuration of the stair type in terms of the number of stair flights and the number of landings, as illustrated in Figure 189. The type also distinguished turns by windings or by landings. In addition the subdivision of the straight and changing direction stairs is included. The stair configurations are given for stairs without and with one, two or three landings. Stairs which are subdivided into more than three landings, or stairs with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED.","","IfcLabel","P_ENUMERATEDVALUE","IfcStairTypeEnum","STRAIGHT_RUN_STAIR,TWO_STRAIGHT_RUN_STAIR,QUARTER_WINDING_STAIR,QUARTER_TURN_STAIR,HALF_WINDING_STAIR,HALF_TURN_STAIR,TWO_QUARTER_WINDING_STAIR,TWO_QUARTER_TURN_STAIR,THREE_QUARTER_WINDING_STAIR,THREE_QUARTER_TURN_STAIR,SPIRAL_STAIR,DOUBLE_RETURN_STAIR,CURVED_RUN_STAIR,TWO_CURVED_RUN_STAIR,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the basic configuration of the stair type in terms of the number of stair flights and the number of landings, as illustrated in Figure 189. The type also distinguished turns by windings or by landings. In addition the subdivision of the straight and changing direction stairs is included. The stair configurations are given for stairs without and with one, two or three landings. Stairs which are subdivided into more than three landings, or stairs with non-regular shapes are to be defined with type being USERDEFINED or NOTDEFINED."
81627,103546,1,"IfcSimplePropertyTemplate","0rA0PGY4idGN0XAejdYkkB","StairFlightType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType.","","IfcLabel","P_ENUMERATEDVALUE","IfcStairFlightTypeEnum","STRAIGHT,WINDER,SPIRAL,CURVED,FREEFORM,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of stair flights that can further specify an IfcStairFlight or IfcStairFlightType."
81631,103546,1,"IfcSimplePropertyTemplate","02Y9KHa4e5XK1d1LIcWYqV","WallType","This enumeration defines the different types of walls that can further specify an IfcWall or IfcWallType.","","IfcLabel","P_ENUMERATEDVALUE","IfcWallTypeEnum","MOVABLE,PARAPET,PARTITIONING,PLUMBINGWALL,SHEAR,SOLIDWALL,STANDARD,POLYGONAL,ELEMENTEDWALL,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the different types of walls that can further specify an IfcWall or IfcWallType."
81635,103546,1,"IfcSimplePropertyTemplate","38g4PEWrjeud14c3u2PIs_","WindowType","Identifies the predefined types of a window element from which the type required may be set.","","IfcLabel","P_ENUMERATEDVALUE","IfcWindowTypeEnum","WINDOW,SKYLIGHT,LIGHTDOME,USERDEFINED,NOTDEFINED","PredefinedType","Identifies the predefined types of a window element from which the type required may be set."
81639,103546,1,"IfcSimplePropertyTemplate","1qaaLCyqHBf7K8Qy7FRSKJ","PartitioningType","Type defining the general layout of the window type in terms of the partitioning of panels.","","IfcLabel","P_ENUMERATEDVALUE","IfcWindowTypePartitioningEnum","SINGLE_PANEL,DOUBLE_PANEL_VERTICAL,DOUBLE_PANEL_HORIZONTAL,TRIPLE_PANEL_VERTICAL,TRIPLE_PANEL_BOTTOM,TRIPLE_PANEL_TOP,TRIPLE_PANEL_LEFT,TRIPLE_PANEL_RIGHT,TRIPLE_PANEL_HORIZONTAL,USERDEFINED,NOTDEFINED","PartitioningType","Type defining the general layout of the window type in terms of the partitioning of panels."
81645,103546,1,"IfcSimplePropertyTemplate","37HAHQCmG0MGzrLyWAU_8A","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the window opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be taller then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallHeight shall still be given as the window opening height, and not as the total height of the window lining.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the window opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be taller then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallHeight shall still be given as the window opening height, and not as the total height of the window lining."
81648,103546,1,"IfcSimplePropertyTemplate","0LtHowBW2Pl5IclXHsdQZF","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the window opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be wider then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallWidth shall still be given as the window opening width, and not as the total width of the window lining.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the window opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the window is inserted. NOTE The body of the window might be wider then the window opening (for example in cases where the window lining includes a casing). In these cases the OverallWidth shall still be given as the window opening width, and not as the total width of the window lining."
81651,103546,1,"IfcSimplePropertyTemplate","0PbStoIlxEF2JZOhHDdicg","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the door is inserted.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallHeight","Overall measure of the height, it reflects the Z Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallHeight should be taken from the geometric representation of the IfcOpening in which the door is inserted."
81654,103546,1,"IfcSimplePropertyTemplate","1gdZgArqpxXIO1zN$JsFrA","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the door is inserted.","","IfcPositiveLengthMeasure","P_SINGLEVALUE","","","OverallWidth","Overall measure of the width, it reflects the X Dimension of a bounding box, enclosing the body of the door opening. If omitted, the OverallWidth should be taken from the geometric representation of the IfcOpening in which the door is inserted."
86942,103546,1,"IfcSimplePropertyTemplate","1APvKraI_kGqiGmVZ7eMru","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfRefHeight","Elevation above sea level of the reference height used for all storey elevation measures, equals to height 0.0. It is usually the ground floor level."
86945,103546,1,"IfcSimplePropertyTemplate","1Wq31f11M$vBnYni7xRIn9","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationOfTerrain","Elevation above the minimal terrain level around the foot print of the building, given in elevation above sea level."
86948,103546,1,"IfcSimplePropertyTemplate","0RUndK8lZFp4x38DG8FLw$","SiteAddress","Address given to the site for postal purposes.","","IfcPostalAddress","P_REFERENCEVALUE","","","SiteAddress","Address given to the site for postal purposes."
86952,103546,1,"IfcSimplePropertyTemplate","127OsYgaYvOM1Lud24DiXe","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding.","","IfcLengthMeasure","P_SINGLEVALUE","","","Elevation","Elevation of the base of this storey, relative to the 0,00 internal reference height of the building. The 0.00 level is given by the absolute above sea level height by the ElevationOfRefHeight attribute given at IfcBuilding."
86956,103546,1,"IfcSimplePropertyTemplate","3ij1N3HZR6iIe$Bz68LFA8","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90.","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLatitude","World Latitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Latitudes are measured relative to the geodetic equator, north of the equator by positive values - from 0 till +90, south of the equator by negative values - from 0 till -90."
86958,103546,1,"IfcSimplePropertyTemplate","2ASd9D1NYP7XDChbH_zU0m","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N).","","IfcCompoundPlaneAngleMeasure","P_SINGLEVALUE","","","RefLongitude","World Longitude at reference point (most likely defined in legal description). Defined as integer values for degrees, minutes, seconds, and, optionally, millionths of seconds with respect to the world geodetic system WGS84. NOTE Longitudes are measured relative to the geodetic zero meridian, nominally the same as the Greenwich prime meridian: longitudes west of the zero meridian have negative values - from 0 till -180, longitudes east of the zero meridian have positive values - from 0 till -180. EXAMPLE Chicago Harbor Light has according to WGS84 a longitude -87.35.40 (or 87.35.40W) and a latitude 41.53.30 (or 41.53.30N)."
86962,103546,1,"IfcSimplePropertyTemplate","1G8ZjFsZ_kKitp4aq02mxL","LandTitleNumber","The land title number (designation of the site within a regional system).","","IfcLabel","P_SINGLEVALUE","","","LandTitleNumber","The land title number (designation of the site within a regional system)."
86972,103546,1,"IfcSimplePropertyTemplate","3t7ZZ3SciWy4uqYyA$Yu56","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space.","","IfcLengthMeasure","P_SINGLEVALUE","","","ElevationWithFlooring","Level of flooring of this space; the average shall be taken, if the space ground surface is sloping or if there are level differences within this space."
92727,103546,1,"IfcSimplePropertyTemplate","2$2STcy$oPPVm3Mf$5KfU1","ValveType","","","IfcLabel","P_ENUMERATEDVALUE","IfcValveTypeEnum","AIRRELEASE,ANTIVACUUM,CHANGEOVER,CHECK,COMMISSIONING,DIVERTING,DRAWOFFCOCK,DOUBLECHECK,DOUBLEREGULATING,FAUCET,FLUSHING,GASCOCK,GASTAP,ISOLATING,MIXING,PRESSUREREDUCING,PRESSURERELIEF,REGULATING,SAFETYCUTOFF,STEAMTRAP,STOPCOCK,USERDEFINED,NOTDEFINED","PredefinedType",""
147484,103546,1,"IfcSimplePropertyTemplate","0e$YYd$HTmbHVnp7tVUJVE","ActuatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcActuatorTypeEnum","ELECTRICACTUATOR,HANDOPERATEDACTUATOR,HYDRAULICACTUATOR,PNEUMATICACTUATOR,THERMOSTATICACTUATOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147487,103546,1,"IfcSimplePropertyTemplate","2SP1OUCwoNPO27a7NiKbsH","AlarmType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAlarmTypeEnum","BELL,BREAKGLASSBUTTON,LIGHT,MANUALPULLBOX,SIREN,WHISTLE,USERDEFINED,NOTDEFINED","PredefinedType",""
147490,103546,1,"IfcSimplePropertyTemplate","1_4oyYHgJZeJNep5XMFAR2","ControllerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcControllerTypeEnum","FLOATING,PROGRAMMABLE,PROPORTIONAL,MULTIPOSITION,TWOPOSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147493,103546,1,"IfcSimplePropertyTemplate","3mVsHAkVOfS4qSsyg0pcn2","FlowInstrumentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFlowInstrumentTypeEnum","PRESSUREGAUGE,THERMOMETER,AMMETER,FREQUENCYMETER,POWERFACTORMETER,PHASEANGLEMETER,VOLTMETER_PEAK,VOLTMETER_RMS,USERDEFINED,NOTDEFINED","PredefinedType",""
147496,103546,1,"IfcSimplePropertyTemplate","3ROyy4dk_YN_JJVGd186CP","ProtectiveDeviceTrippingUnitType","","","IfcLabel","P_ENUMERATEDVALUE","IfcProtectiveDeviceTrippingUnitTypeEnum","ELECTRONIC,ELECTROMAGNETIC,RESIDUALCURRENT,THERMAL,USERDEFINED,NOTDEFINED","PredefinedType",""
147499,103546,1,"IfcSimplePropertyTemplate","0j1qKLL6s32w$852vqw4zr","SensorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSensorTypeEnum","COSENSOR,CO2SENSOR,CONDUCTANCESENSOR,CONTACTSENSOR,FIRESENSOR,FLOWSENSOR,FROSTSENSOR,GASSENSOR,HEATSENSOR,HUMIDITYSENSOR,IDENTIFIERSENSOR,IONCONCENTRATIONSENSOR,LEVELSENSOR,LIGHTSENSOR,MOISTURESENSOR,MOVEMENTSENSOR,PHSENSOR,PRESSURESENSOR,RADIATIONSENSOR,RADIOACTIVITYSENSOR,SMOKESENSOR,SOUNDSENSOR,TEMPERATURESENSOR,WINDSENSOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147502,103546,1,"IfcSimplePropertyTemplate","2o$E07CyUISIYpSAS$NtkR","UnitaryControlElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcUnitaryControlElementTypeEnum","ALARMPANEL,CONTROLPANEL,GASDETECTIONPANEL,INDICATORPANEL,MIMICPANEL,HUMIDISTAT,THERMOSTAT,WEATHERSTATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147505,103546,1,"IfcSimplePropertyTemplate","3KlKIIyFg4R_Z_4jqbmaP_","DistributionChamberElementType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDistributionChamberElementTypeEnum","FORMEDDUCT,INSPECTIONCHAMBER,INSPECTIONPIT,MANHOLE,METERCHAMBER,SUMP,TRENCH,VALVECHAMBER,USERDEFINED,NOTDEFINED","PredefinedType",""
147508,103546,1,"IfcSimplePropertyTemplate","1iMITQT2pdgghs_eS8gFfC","AirToAirHeatRecoveryType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirToAirHeatRecoveryTypeEnum","FIXEDPLATECOUNTERFLOWEXCHANGER,FIXEDPLATECROSSFLOWEXCHANGER,FIXEDPLATEPARALLELFLOWEXCHANGER,ROTARYWHEEL,RUNAROUNDCOILLOOP,HEATPIPE,TWINTOWERENTHALPYRECOVERYLOOPS,THERMOSIPHONSEALEDTUBEHEATEXCHANGERS,THERMOSIPHONCOILTYPEHEATEXCHANGERS,USERDEFINED,NOTDEFINED","PredefinedType",""
147511,103546,1,"IfcSimplePropertyTemplate","22rTvbnNoAReoWw$gWyc81","BoilerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBoilerTypeEnum","WATER,STEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147514,103546,1,"IfcSimplePropertyTemplate","2bwEpwFfYQHRJ2WuqJtiFP","BurnerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcBurnerTypeEnum","USERDEFINED,NOTDEFINED","PredefinedType",""
147517,103546,1,"IfcSimplePropertyTemplate","2KsYONLmg4pmKEEpy$jJau","ChillerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcChillerTypeEnum","AIRCOOLED,WATERCOOLED,HEATRECOVERY,USERDEFINED,NOTDEFINED","PredefinedType",""
147520,103546,1,"IfcSimplePropertyTemplate","1sGuEQQcalttC0eeqv_Ouv","CoilType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoilTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147523,103546,1,"IfcSimplePropertyTemplate","2h98_A_SzpvdaSYZpgxiFd","CondenserType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCondenserTypeEnum","DXCOOLINGCOIL,ELECTRICHEATINGCOIL,GASHEATINGCOIL,HYDRONICCOIL,STEAMHEATINGCOIL,WATERCOOLINGCOIL,WATERHEATINGCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147526,103546,1,"IfcSimplePropertyTemplate","1ws5n_zxEaCg0o_hAehRbQ","CooledBeamType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCooledBeamTypeEnum","ACTIVE,PASSIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147529,103546,1,"IfcSimplePropertyTemplate","0SXaGJ5L439bZnhVViwcAR","CoolingTowerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCoolingTowerTypeEnum","NATURALDRAFT,MECHANICALINDUCEDDRAFT,MECHANICALFORCEDDRAFT,USERDEFINED,NOTDEFINED","PredefinedType",""
147532,103546,1,"IfcSimplePropertyTemplate","3PNDAXyy6BpROW3mSaoSa1","ElectricGeneratorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricGeneratorTypeEnum","CHP,ENGINEGENERATOR,STANDALONE,USERDEFINED,NOTDEFINED","PredefinedType",""
147535,103546,1,"IfcSimplePropertyTemplate","30PuzQ2QPtHyeS2SPNAUeI","EngineType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEngineTypeEnum","EXTERNALCOMBUSTION,INTERNALCOMBUSTION,USERDEFINED,NOTDEFINED","PredefinedType",""
147540,103546,1,"IfcSimplePropertyTemplate","3rCI5FLM6IO747BbaNd1T8","EvaporativeCoolerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporativeCoolerTypeEnum","DIRECTEVAPORATIVERANDOMMEDIAAIRCOOLER,DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER,DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER,DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER,DIRECTEVAPORATIVEAIRWASHER,INDIRECTEVAPORATIVEPACKAGEAIRCOOLER,INDIRECTEVAPORATIVEWETCOIL,INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER,INDIRECTDIRECTCOMBINATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147543,103546,1,"IfcSimplePropertyTemplate","3M$N3NSHEtzUzIraSUQbbd","EvaporatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporatorTypeEnum","DIRECTEXPANSION,DIRECTEXPANSIONSHELLANDTUBE,DIRECTEXPANSIONTUBEINTUBE,DIRECTEXPANSIONBRAZEDPLATE,FLOODEDSHELLANDTUBE,SHELLANDCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147546,103546,1,"IfcSimplePropertyTemplate","3wsAdRpZhDxrgyMsI0QvUX","HeatExchangerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHeatExchangerTypeEnum","PLATE,SHELLANDTUBE,USERDEFINED,NOTDEFINED","PredefinedType",""
147549,103546,1,"IfcSimplePropertyTemplate","2rw0Q7BwAoWEDqaIPJNg1R","HumidifierType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHumidifierTypeEnum","STEAMINJECTION,ADIABATICAIRWASHER,ADIABATICPAN,ADIABATICWETTEDELEMENT,ADIABATICATOMIZING,ADIABATICULTRASONIC,ADIABATICRIGIDMEDIA,ADIABATICCOMPRESSEDAIRNOZZLE,ASSISTEDELECTRIC,ASSISTEDNATURALGAS,ASSISTEDPROPANE,ASSISTEDBUTANE,ASSISTEDSTEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147552,103546,1,"IfcSimplePropertyTemplate","3eEbFedcaTR42Axq1aIO6d","MotorConnectionType","","","IfcLabel","P_ENUMERATEDVALUE","IfcMotorConnectionTypeEnum","BELTDRIVE,COUPLING,DIRECTDRIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147554,103546,1,"IfcSimplePropertyTemplate","1sOYCurgQsJcwkGwRfItgk","SolarDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSolarDeviceTypeEnum","SOLARCOLLECTOR,SOLARPANEL,USERDEFINED,NOTDEFINED","PredefinedType",""
147557,103546,1,"IfcSimplePropertyTemplate","28YEFjhhAaadpVgdFoNJnx","TransformerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcTransformerTypeEnum","CURRENT,FREQUENCY,INVERTER,RECTIFIER,VOLTAGE,USERDEFINED,NOTDEFINED","PredefinedType",""
147560,103546,1,"IfcSimplePropertyTemplate","24IR4ozU6Ek4Qg7KI0jDiL","TubeBundleType","","","IfcLabel","P_ENUMERATEDVALUE","IfcTubeBundleTypeEnum","FINNED,USERDEFINED,NOTDEFINED","PredefinedType",""
147563,103546,1,"IfcSimplePropertyTemplate","0uf$6I5hyXRroVe0qOpZn4","UnitaryEquipmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcUnitaryEquipmentTypeEnum","AIRHANDLER,AIRCONDITIONINGUNIT,DEHUMIDIFIER,SPLITSYSTEM,ROOFTOPUNIT,USERDEFINED,NOTDEFINED","PredefinedType",""
147566,103546,1,"IfcSimplePropertyTemplate","0L6HUTRPjLOuWl0rxNidXM","AirTerminalBoxType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirTerminalBoxTypeEnum","CONSTANTFLOW,VARIABLEFLOWPRESSUREDEPENDANT,VARIABLEFLOWPRESSUREINDEPENDANT,USERDEFINED,NOTDEFINED","PredefinedType",""
147569,103546,1,"IfcSimplePropertyTemplate","0vP_9fb967BB7BrpISI1dR","DamperType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDamperTypeEnum","BALANCINGDAMPER,BACKDRAFTDAMPER,BLASTDAMPER,CONTROLDAMPER,FIREDAMPER,FIRESMOKEDAMPER,FUMEHOODEXHAUST,GRAVITYDAMPER,GRAVITYRELIEFDAMPER,RELIEFDAMPER,SMOKEDAMPER,USERDEFINED,NOTDEFINED","PredefinedType",""
147572,103546,1,"IfcSimplePropertyTemplate","1PbUc26fMjvC3M8cwC7th7","ElectricDistributionBoardType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricDistributionBoardTypeEnum","CONSUMERUNIT,DISTRIBUTIONBOARD,MOTORCONTROLCENTRE,SWITCHBOARD,USERDEFINED,NOTDEFINED","PredefinedType",""
147575,103546,1,"IfcSimplePropertyTemplate","2nJkiTCverlEVE7RTW4B1Y","ElectricTimeControlType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricTimeControlTypeEnum","TIMECLOCK,TIMEDELAY,RELAY,USERDEFINED,NOTDEFINED","PredefinedType",""
147578,103546,1,"IfcSimplePropertyTemplate","2l$FNuYSLThmjduToFKi7_","FlowMeterType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFlowMeterTypeEnum","ENERGYMETER,GASMETER,OILMETER,WATERMETER,USERDEFINED,NOTDEFINED","PredefinedType",""
147581,103546,1,"IfcSimplePropertyTemplate","3eF8WX9A$ZlSOVBLxDdJGD","ProtectiveDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcProtectiveDeviceTypeEnum","CIRCUITBREAKER,EARTHLEAKAGECIRCUITBREAKER,EARTHINGSWITCH,FUSEDISCONNECTOR,RESIDUALCURRENTCIRCUITBREAKER,RESIDUALCURRENTSWITCH,VARISTOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147584,103546,1,"IfcSimplePropertyTemplate","01LuoaSgFmYIrVGK83kyOx","SwitchingDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSwitchingDeviceTypeEnum","CONTACTOR,DIMMERSWITCH,EMERGENCYSTOP,KEYPAD,MOMENTARYSWITCH,SELECTORSWITCH,STARTER,SWITCHDISCONNECTOR,TOGGLESWITCH,USERDEFINED,NOTDEFINED","PredefinedType",""
147589,103546,1,"IfcSimplePropertyTemplate","1qa6F2unP5m8W9ffTuavQi","CableCarrierFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableCarrierFittingTypeEnum","BEND,CROSS,REDUCER,TEE,USERDEFINED,NOTDEFINED","PredefinedType",""
147592,103546,1,"IfcSimplePropertyTemplate","3O$2iu6nYdIyaTIGH7Zg_9","CableFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableFittingTypeEnum","CONNECTOR,ENTRY,EXIT,JUNCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147595,103546,1,"IfcSimplePropertyTemplate","3HRIbTBLH_L6_0kbUsuX_c","DuctFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDuctFittingTypeEnum","BEND,CONNECTOR,ENTRY,EXIT,JUNCTION,OBSTRUCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147597,103546,1,"IfcSimplePropertyTemplate","1u3lZkYvRyqQKjzn_4L1RN","JunctionBoxType","","","IfcLabel","P_ENUMERATEDVALUE","IfcJunctionBoxTypeEnum","DATA,POWER,USERDEFINED,NOTDEFINED","PredefinedType",""
147600,103546,1,"IfcSimplePropertyTemplate","32U1TvJCgjMZ6gax7czV8G","PipeFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcPipeFittingTypeEnum","BEND,CONNECTOR,ENTRY,EXIT,JUNCTION,OBSTRUCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147603,103546,1,"IfcSimplePropertyTemplate","3CrVJc4WlHrg6uLHcrYbCK","CompressorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCompressorTypeEnum","DYNAMIC,RECIPROCATING,ROTARY,SCROLL,TROCHOIDAL,SINGLESTAGE,BOOSTER,OPENTYPE,HERMETIC,SEMIHERMETIC,WELDEDSHELLHERMETIC,ROLLINGPISTON,ROTARYVANE,SINGLESCREW,TWINSCREW,USERDEFINED,NOTDEFINED","PredefinedType",""
